ID,TEMP,REL HUMIDITY,DEW POINT,CO2,CH4,SO2,NH3,O3,O2,PM 2_5,PM_10,Avg_AQI
9911,27.16,60.7,16.27,4.9041,1.9064,0.6,4.28,1.1726,0.027,0.4465,84,21.84295556
9912,27.16,60.7,16.27,4.8778,1.8957,0.48,4.28,1.1715,0.0272,0.4475,83,21.72774444
9913,27.17,60.67,16.27,4.8448,1.8918,0.61,4.23,1.1715,0.0272,0.4464,83,21.7213
9914,27.16,60.7,16.27,4.8447,1.9094,0.6,4.43,1.1727,0.027,0.4406,82,21.61382222
9915,27.16,60.67,16.26,4.9087,1.8932,0.53,4.41,1.1744,0.027,0.4392,82,21.61472222
9916,27.16,60.67,16.26,4.9044,1.9084,0.58,4.34,1.174,0.0273,0.4411,82,21.61613333
9917,27.16,60.67,16.26,4.8464,1.9029,0.56,4.32,1.1722,0.027,0.4388,82,21.60858889
9918,27.16,60.67,16.26,4.8765,1.8887,0.62,4.39,1.1725,0.027,0.4496,83,21.7227
9919,27.16,60.64,16.26,4.9131,1.8945,0.6,4.21,1.1728,0.027,0.4493,83,21.72407778
9920,27.15,60.63,16.25,4.8865,1.8912,0.52,4.19,1.1729,0.027,0.4471,83,21.71718889
9921,27.16,60.64,16.26,4.8838,1.8927,0.52,4.36,1.1727,0.027,0.4413,83,21.71972222
9922,27.16,60.64,16.26,4.9058,1.886,0.53,4.4,1.1729,0.0269,0.4514,83,21.72255556
9923,27.15,60.63,16.25,4.8855,1.9128,0.55,4.35,1.1728,0.0271,0.4468,84,21.83055556
9924,27.16,60.6,16.25,4.8475,1.8935,0.52,4.21,1.1703,0.0273,0.4396,84,21.82091111
9925,27.15,60.63,16.25,4.906,1.9146,0.53,4.3,1.1709,0.027,0.4517,84,21.83335556
9926,27.16,60.64,16.26,4.8861,1.8924,0.54,4.45,1.1719,0.0271,0.4395,85,21.94188889
9927,27.17,60.61,16.26,4.8884,1.9073,0.58,4.48,1.1731,0.0271,0.4401,85,21.94177778
9928,27.17,60.64,16.27,4.8869,1.8973,0.56,4.25,1.1717,0.0271,0.4515,86,22.05716667
9929,27.16,60.6,16.25,4.8792,1.8886,0.54,4.34,1.173,0.027,0.443,86,22.04675556
9930,27.15,60.6,16.24,4.8867,1.8902,0.56,4.4,1.1713,0.027,0.447,87,22.15691111
9931,27.16,60.6,16.25,4.8766,1.9069,0.52,4.26,1.172,0.027,0.4467,87,22.15991111
9932,27.16,60.6,16.25,4.9041,1.9085,0.6,4.5,1.1721,0.0271,0.446,88,22.2742
9933,27.16,60.6,16.25,4.8858,1.9114,0.5,4.13,1.1721,0.0272,0.4507,88,22.27302222
9934,27.16,60.64,16.26,4.878,1.8953,0.59,4.17,1.1732,0.027,0.444,88,22.27527778
9935,27.15,60.6,16.24,4.8785,1.8927,0.52,4.23,1.1704,0.0272,0.4337,88,22.26583333
9936,27.16,60.6,16.25,4.8806,1.875,0.54,4.24,1.1708,0.0273,0.4338,87,22.15527778
9937,27.16,60.57,16.24,4.8914,1.9163,0.51,4.28,1.1713,0.027,0.4382,87,22.15713333
9938,27.15,60.57,16.24,4.9047,1.8937,0.54,4.36,1.1721,0.0271,0.4391,87,22.15518889
9939,27.16,60.57,16.24,4.7994,1.9052,0.53,4.32,1.1726,0.0271,0.4404,86,22.03496667
9940,27.17,60.54,16.24,4.8931,1.8975,0.52,4.3,1.1723,0.0272,0.4407,86,22.04231111
9941,27.16,60.54,16.24,4.8816,1.9158,0.48,4.42,1.1724,0.0272,0.4532,86,22.04335556
9942,27.16,60.54,16.24,4.906,1.8947,0.54,4.33,1.1727,0.027,0.4407,86,22.04234444
9943,27.17,60.54,16.24,4.8967,1.8976,0.55,4.23,1.1716,0.0271,0.4515,86,22.04383333
9944,27.17,60.51,16.24,4.8799,1.9241,0.51,4.42,1.1721,0.027,0.4479,86,22.04122222
9945,27.17,60.51,16.24,4.8871,1.9,0.56,4.13,1.1722,0.0271,0.4478,87,22.15046667
9946,27.17,60.51,16.24,4.8438,1.9236,0.51,4.24,1.1714,0.0271,0.4426,87,22.14761111
9947,27.16,60.48,16.22,4.9089,1.9047,0.52,4.29,1.1688,0.0272,0.434,88,22.25595556
9948,27.16,60.48,16.22,4.907,1.9079,0.49,4.23,1.1707,0.0272,0.4469,89,22.36885556
9949,27.16,60.45,16.22,4.8861,1.9177,0.5,4.22,1.1699,0.027,0.4434,89,22.36378889
9950,27.15,60.48,16.22,4.8803,1.8752,0.57,4.25,1.1725,0.0272,0.4434,90,22.47206667
9951,27.17,60.45,16.23,4.9044,1.9259,0.56,4.34,1.1719,0.0271,0.4439,91,22.59146667
9952,27.18,60.45,16.23,4.8819,1.9013,0.59,4.17,1.1717,0.0271,0.4408,92,22.69808889
9953,27.17,60.48,16.23,4.8811,1.92,0.54,4.19,1.1728,0.027,0.4526,92,22.70372222
9954,27.17,60.45,16.23,4.8792,1.9061,0.52,4.21,1.1719,0.027,0.4443,93,22.80872222
9955,27.16,60.45,16.22,4.877,1.8993,0.53,4.28,1.1708,0.0272,0.4442,93,22.80538889
9956,27.16,60.48,16.22,4.8884,1.9268,0.53,4.39,1.1711,0.027,0.4481,93,22.81348889
9957,27.16,60.45,16.22,4.8855,1.9102,0.59,4.32,1.1733,0.027,0.4513,94,22.9197
9958,27.16,60.48,16.22,4.8724,1.9249,0.6,4.33,1.1723,0.0271,0.4386,94,22.9217
9959,27.17,60.48,16.23,4.8815,1.9197,0.61,4.39,1.1724,0.0272,0.4437,94,22.92494444
9960,27.17,60.48,16.23,4.903,1.9221,0.54,4.26,1.1729,0.0271,0.4511,94,22.92846667
9961,27.17,60.48,16.23,4.9032,1.9161,0.51,4.13,1.172,0.0271,0.439,93,22.81526667
9962,27.17,60.48,16.23,4.8889,1.9084,0.55,4.38,1.1725,0.0271,0.4389,93,22.81286667
9963,27.17,60.48,16.23,4.9016,1.9092,0.54,4.15,1.1716,0.0271,0.4532,92,22.70474444
9964,27.18,60.52,16.25,4.9045,1.9218,0.48,4.23,1.1721,0.0271,0.4379,91,22.60148889
9965,27.16,60.48,16.22,4.8841,1.9218,0.53,4.17,1.1721,0.0271,0.4532,90,22.47981111
9966,27.17,60.48,16.23,4.8852,1.9233,0.63,4.13,1.1734,0.027,0.4385,89,22.36971111
9967,27.17,60.48,16.23,4.9211,1.921,0.51,4.17,1.1734,0.0272,0.4513,89,22.37488889
9968,27.18,60.45,16.23,4.9065,1.9329,0.61,4.24,1.1736,0.0271,0.438,88,22.25978889
9969,27.18,60.48,16.24,4.9047,1.9027,0.54,4.28,1.1737,0.0271,0.4478,87,22.15066667
9970,27.17,60.48,16.23,4.8781,1.9209,0.53,4.23,1.1722,0.0271,0.4382,87,22.14627778
9971,27.18,60.48,16.24,4.9052,1.9176,0.51,4.13,1.1725,0.0271,0.4505,87,22.15254444
9972,27.17,60.48,16.23,4.8884,1.9095,0.57,4.12,1.1721,0.0272,0.4436,87,22.14675556
9973,27.18,60.48,16.24,4.8881,1.8981,0.55,4.46,1.1719,0.0271,0.4439,87,22.14767778
9974,27.18,60.45,16.23,4.8837,1.9255,0.56,4.23,1.1721,0.0273,0.4385,86,22.03412222
9975,27.17,60.48,16.23,4.887,1.9006,0.59,4.31,1.1704,0.0271,0.4436,86,22.0343
9976,27.18,60.48,16.24,4.8775,1.9029,0.61,4.44,1.1701,0.027,0.4513,86,22.03653333
9977,27.2,60.49,16.26,4.9023,1.9309,0.56,4.13,1.1705,0.0272,0.4471,86,22.04755556
9978,27.2,60.49,16.26,4.882,1.9148,0.52,4.24,1.1715,0.027,0.4519,86,22.04413333
9979,27.19,60.45,16.24,4.8867,1.9086,0.54,4,1.1708,0.027,0.4387,86,22.03464444
9980,27.19,60.45,16.24,4.8824,1.9008,0.56,4.19,1.1723,0.0271,0.4422,85,21.92275556
9981,27.2,60.46,16.25,4.845,1.9066,0.49,4.33,1.1726,0.0271,0.4438,85,21.92278889
9982,27.18,60.45,16.23,4.8859,1.9033,0.51,4.34,1.1714,0.027,0.4482,86,22.03286667
9983,27.19,60.42,16.23,4.886,1.9186,0.55,4.26,1.1715,0.027,0.4518,86,22.03276667
9984,27.19,60.42,16.23,4.9069,1.9064,0.54,4.4,1.1704,0.0271,0.4437,87,22.14383333
9985,27.18,60.45,16.23,4.9077,1.9252,0.5,4.29,1.1684,0.027,0.4393,87,22.14751111
9986,27.19,60.45,16.24,4.8311,1.9129,0.59,4.19,1.1698,0.0267,0.4372,88,22.25085556
9987,27.19,60.45,16.24,4.8884,1.9231,0.53,4.21,1.1715,0.0272,0.4404,89,22.37006667
9988,27.19,60.45,16.24,4.9041,1.9229,0.61,4.42,1.1725,0.0271,0.4516,89,22.37313333
9989,27.19,60.42,16.23,4.9036,1.9072,0.52,4.15,1.1711,0.0271,0.4433,90,22.47692222
9990,27.19,60.42,16.23,4.9055,1.9242,0.51,4.34,1.1704,0.027,0.4526,90,22.47996667
9991,27.2,60.46,16.25,4.8456,1.9105,0.56,4.31,1.1709,0.027,0.4444,90,22.47871111
9992,27.19,60.42,16.23,4.882,1.8983,0.52,4.23,1.1709,0.0271,0.4386,91,22.5841
9993,27.2,60.43,16.24,4.8885,1.9132,0.56,4.38,1.1713,0.0271,0.4384,91,22.58983333
9994,27.2,60.43,16.24,4.9056,1.9353,0.55,4.17,1.1732,0.0271,0.4409,91,22.59467778
9995,27.2,60.43,16.24,4.9083,1.9036,0.56,4.16,1.1723,0.0269,0.4381,90,22.47991111
9996,27.2,60.39,16.24,4.9049,1.9059,0.54,4.35,1.1723,0.0271,0.4479,90,22.47645556
9997,27.19,60.42,16.23,4.8889,1.9103,0.57,4.19,1.1727,0.027,0.4431,90,22.47577778
9998,27.2,60.39,16.24,4.8845,1.9272,0.57,4.32,1.1693,0.0271,0.4461,90,22.47602222
9999,27.2,60.39,16.24,4.8861,1.9112,0.56,4.17,1.1697,0.0271,0.4394,90,22.47372222
10000,27.2,60.39,16.24,4.8791,1.9028,0.51,4.24,1.17,0.0272,0.4405,90,22.47217778
10001,27.2,60.43,16.24,4.8826,1.9106,0.56,4.21,1.171,0.027,0.4459,90,22.47856667
10002,27.2,60.43,16.24,4.8792,1.912,0.54,4.18,1.1719,0.027,0.4443,90,22.47826667
10003,27.21,60.43,16.25,4.8446,1.9281,0.51,4.09,1.1724,0.0272,0.4431,90,22.47837778
10004,27.2,60.43,16.24,4.9041,1.9286,0.59,4.44,1.1731,0.0269,0.4507,90,22.48371111
10005,27.2,60.43,16.24,4.9062,1.9102,0.57,4.43,1.1711,0.0271,0.4374,90,22.48022222
10006,27.2,60.43,16.24,4.8954,1.9259,0.6,4.53,1.1724,0.0272,0.4338,90,22.48052222
10007,27.21,60.43,16.25,4.8782,1.9141,0.56,4.32,1.173,0.027,0.4371,90,22.47993333
10008,27.22,60.43,16.26,4.9046,1.9239,0.53,4.49,1.1728,0.027,0.4373,89,22.37506667
10009,27.2,60.43,16.24,4.8847,1.9348,0.58,4.09,1.1725,0.0273,0.4404,89,22.36996667
10010,27.21,60.4,16.25,4.9038,1.9144,0.53,4.21,1.1718,0.0271,0.4398,89,22.36854444
10011,27.21,60.4,16.25,4.8849,1.9101,0.49,4.08,1.1717,0.0271,0.4464,90,22.4778
10012,27.2,60.39,16.24,4.8895,1.9223,0.52,4.14,1.1705,0.027,0.4373,90,22.47517778
10013,27.21,60.36,16.24,4.8852,1.9078,0.54,4.3,1.1699,0.027,0.4394,91,22.58214444
10014,27.2,60.36,16.23,4.88,1.9352,0.56,4.38,1.1702,0.0271,0.4455,91,22.58311111
10015,27.21,60.4,16.25,4.9164,1.9205,0.58,4.29,1.1693,0.027,0.4454,91,22.59317778
10016,27.21,60.4,16.25,4.9034,1.9276,0.54,4.36,1.1697,0.027,0.4462,92,22.70376667
10017,27.2,60.39,16.24,4.8763,1.8759,0.06,4.34,1.1715,0.0271,0.4445,93,22.80281111
10018,27.22,60.43,16.26,4.9058,1.9163,0.56,4.2,1.1711,0.027,0.4368,94,22.92966667
10019,27.22,60.43,16.26,4.9035,1.9154,0.59,4.23,1.1727,0.0271,0.4377,95,23.04071111
10020,27.21,60.43,16.25,4.9067,1.9432,0.49,4.21,1.1727,0.0272,0.4396,95,23.04215556
10021,27.22,60.43,16.26,4.8854,1.9079,0.57,4.36,1.1722,0.0271,0.4388,95,23.03793333
10022,27.21,60.43,16.25,4.8801,1.8758,0.61,4.27,1.1733,0.0271,0.4398,95,23.03178889
10023,27.2,60.46,16.25,4.9056,1.9348,0.52,4.15,1.1733,0.0271,0.444,95,23.04386667
10024,27.2,60.46,16.25,4.8884,1.9355,0.53,4.23,1.1728,0.0272,0.4446,94,22.93094444
10025,27.21,60.43,16.25,4.9082,1.941,0.48,4.28,1.1729,0.0272,0.4449,94,22.93157778
10026,27.21,60.4,16.25,4.8822,1.9114,0.53,4.15,1.173,0.0271,0.4508,94,22.92272222
10027,27.2,60.39,16.24,4.9041,1.9073,0.53,4.28,1.172,0.0271,0.4427,93,22.80924444
10028,27.23,60.43,16.27,4.9035,1.9182,0.53,4.19,1.1713,0.0271,0.4494,92,22.71105556
10029,27.23,60.43,16.27,4.8792,1.9183,0.51,4.55,1.1709,0.0271,0.4375,92,22.707
10030,27.22,60.43,16.26,4.8822,1.9312,0.54,4.28,1.1719,0.0269,0.4364,92,22.70651111
10031,27.21,60.43,16.25,4.9044,1.9353,0.49,4.47,1.1708,0.0271,0.4453,91,22.59698889
10032,27.22,60.43,16.26,4.8812,1.912,0.54,4.34,1.1725,0.0271,0.4469,91,22.59441111
10033,27.21,60.43,16.25,4.9193,1.9281,0.58,4.36,1.1734,0.027,0.4458,90,22.48706667
10034,27.23,60.4,16.26,4.89,1.9349,0.61,4.28,1.1726,0.0271,0.437,90,22.48351111
10035,27.21,60.4,16.25,4.897,1.9339,0.57,4.13,1.1734,0.027,0.4394,89,22.37007778
10036,27.22,60.4,16.25,4.8777,1.9216,0.55,4.26,1.1722,0.0271,0.4392,89,22.36753333
10037,27.21,60.4,16.25,4.9203,1.9207,0.5,4.21,1.1728,0.0271,0.4445,88,22.2606
10038,27.22,60.4,16.25,4.8948,1.9374,0.65,4.23,1.1722,0.027,0.4422,88,22.2604
10039,27.22,60.4,16.25,4.875,1.9101,0.59,4.33,1.1732,0.0272,0.448,88,22.25594444
10040,27.22,60.4,16.25,4.9035,1.9298,0.51,4.38,1.1724,0.0271,0.4375,87,22.14892222
10041,27.23,60.37,16.25,4.8439,1.9161,0.58,4.3,1.1329,0.0272,0.4505,87,22.13562222
10042,27.22,60.37,16.25,4.9073,1.9101,0.52,4.45,1.1732,0.027,0.4385,87,22.14401111
10043,27.23,60.37,16.25,4.9047,1.9257,0.6,4.31,1.1733,0.0271,0.438,87,22.14653333
10044,27.22,60.37,16.25,4.883,1.9178,0.6,4.47,1.1731,0.0272,0.4396,87,22.1423
10045,27.22,60.37,16.25,4.883,1.9079,0.61,4.35,1.1733,0.0272,0.4378,88,22.25213333
10046,27.23,60.37,16.25,4.8861,1.9098,0.59,4.15,1.1724,0.0271,0.4431,89,22.36538889
10047,27.23,60.37,16.25,4.8863,1.9047,0.6,4.2,1.1719,0.027,0.4455,90,22.47615556
10048,27.23,60.34,16.25,4.903,1.9066,0.57,4.3,1.1727,0.0271,0.4436,90,22.47477778
10049,27.23,60.31,16.24,4.9051,1.9253,0.57,4.23,1.1729,0.027,0.4489,92,22.69546667
10050,27.22,60.3,16.23,4.8791,1.9117,0.51,4.26,1.1721,0.027,0.4539,93,22.79931111
10051,27.22,60.3,16.23,4.8864,1.8995,0.54,4.02,1.1724,0.027,0.4438,93,22.79767778
10052,27.24,60.34,16.25,4.882,1.9104,0.51,4.07,1.1724,0.027,0.4495,93,22.80792222
10053,27.24,60.31,16.25,4.8833,1.9207,0.54,4.28,1.171,0.027,0.442,93,22.80488889
10054,27.23,60.31,16.24,4.8439,1.9249,0.52,4.36,1.1721,0.0271,0.4482,93,22.79957778
10055,27.22,60.3,16.23,4.9047,1.918,0.5,4.15,1.1724,0.0271,0.445,93,22.80191111
10056,27.22,60.27,16.23,4.9071,1.908,0.52,4.36,1.173,0.0271,0.4454,92,22.68673333
10057,27.23,60.31,16.24,4.8879,1.9312,0.6,4.23,1.1728,0.027,0.4392,92,22.69312222
10058,27.22,60.27,16.23,4.9015,1.9137,0.54,4.46,1.1741,0.0272,0.4377,91,22.57491111
10059,27.24,60.28,16.24,4.8447,1.9114,0.58,4.5,1.1714,0.0271,0.4525,90,22.46301111
10060,27.23,60.24,16.23,4.8844,1.9068,0.59,4.28,1.1691,0.027,0.4468,90,22.45934444
10061,27.23,60.27,16.23,4.8763,1.9277,0.55,4.16,1.1711,0.0271,0.4374,90,22.46328889
10062,27.24,60.25,16.24,4.8972,1.9146,0.55,4.25,1.1703,0.0271,0.4443,90,22.46483333
10063,27.22,60.27,16.23,4.9081,1.9066,0.55,4.24,1.1714,0.0271,0.4429,90,22.46401111
10064,27.23,60.27,16.23,4.9067,1.933,0.54,4.35,1.172,0.0271,0.4424,90,22.46791111
10065,27.22,60.24,16.22,4.9067,1.9306,0.51,4.24,1.1713,0.0271,0.4446,91,22.57336667
10066,27.23,60.24,16.23,4.9057,1.9096,0.58,4.3,1.1716,0.0271,0.4376,91,22.5724
10067,27.24,60.25,16.24,4.8776,1.9336,0.56,4.42,1.172,0.027,0.4394,91,22.57551111
10068,27.23,60.27,16.23,4.8819,1.9355,0.57,4.3,1.1716,0.0271,0.4496,91,22.5773
10069,27.23,60.24,16.23,4.9107,1.9277,0.58,4.19,1.1721,0.027,0.4394,91,22.57521111
10070,27.22,60.24,16.22,4.9058,1.9226,0.6,4.32,1.1736,0.0272,0.4392,92,22.68315556
10071,27.23,60.27,16.23,4.9024,1.9209,0.56,4.22,1.1735,0.0272,0.4426,91,22.5774
10072,27.23,60.24,16.23,4.8623,1.9317,0.49,4.24,1.1726,0.0271,0.4377,91,22.57015556
10073,27.24,60.28,16.24,4.8868,1.9276,0.57,4.42,1.1732,0.0271,0.4378,91,22.57916667
10074,27.22,60.27,16.23,4.8876,1.9192,0.59,4.23,1.1704,0.027,0.4448,90,22.46322222
10075,27.23,60.27,16.23,4.8399,1.9153,0.57,4.27,1.1685,0.0271,0.4494,90,22.45891111
10076,27.24,60.28,16.24,4.9042,1.9231,0.56,4.46,1.1668,0.0272,0.4446,90,22.46954444
10077,27.23,60.27,16.23,4.8812,1.9167,0.58,4.2,1.1692,0.027,0.4428,90,22.46298889
10078,27.23,60.27,16.23,4.8765,1.9104,0.57,4.33,1.1695,0.0271,0.4448,90,22.46203333
10079,27.24,60.28,16.24,4.9214,1.9191,0.58,4.44,1.1695,0.0271,0.4375,90,22.47051111
10080,27.24,60.31,16.25,4.9042,1.9234,0.59,4.23,1.1703,0.0271,0.4342,90,22.47324444
10081,27.23,60.27,16.23,4.9039,1.9245,0.56,4.38,1.1704,0.027,0.4417,91,22.5775
10082,27.24,60.31,16.25,4.8462,1.9196,0.57,4.51,1.1711,0.0271,0.4409,91,22.57832222
10083,27.24,60.31,16.25,4.9105,1.9081,0.58,4.36,1.172,0.027,0.4445,91,22.58467778
10084,27.23,60.27,16.23,4.8904,1.9181,0.55,4.18,1.1723,0.027,0.4427,91,22.57561111
10085,27.25,60.31,16.26,4.8867,1.9108,0.48,4.24,1.1741,0.0271,0.4424,92,22.69567778
10086,27.24,60.31,16.25,4.8817,1.932,0.49,4.41,1.1731,0.027,0.438,92,22.69464444
10087,27.25,60.28,16.25,4.8855,1.9074,0.57,4.41,1.1721,0.0271,0.4497,92,22.69131111
10088,27.24,60.28,16.24,4.8749,1.9217,0.59,4.36,1.1716,0.0271,0.4465,92,22.68908889
10089,27.24,60.25,16.24,4.8881,1.9392,0.63,4.23,1.1711,0.0269,0.4373,92,22.68806667
10090,27.25,60.25,16.24,4.8845,1.9104,0.52,4.11,1.1685,0.0271,0.447,91,22.57527778
10091,27.24,60.25,16.24,4.8822,1.9104,0.49,4.24,1.1696,0.0271,0.4448,91,22.57378889
10092,27.25,60.25,16.24,4.9085,1.9196,0.58,4.18,1.1702,0.027,0.4375,91,22.57808889
10093,27.24,60.25,16.24,4.8871,1.9255,0.52,4.26,1.1708,0.0272,0.4369,90,22.46416667
10094,27.24,60.25,16.24,4.8825,1.937,0.59,4.33,1.1718,0.027,0.4495,90,22.46642222
10095,27.24,60.25,16.24,4.8801,1.9114,0.54,4.32,1.1721,0.0271,0.4515,90,22.46357778
10096,27.25,60.25,16.24,4.8893,1.9307,0.55,4.4,1.1726,0.0271,0.4466,89,22.35625556
10097,27.26,60.22,16.24,4.8775,1.9195,0.53,4.37,1.1731,0.027,0.4423,89,22.35104444
10098,27.25,60.22,16.24,4.8833,1.9121,0.58,4.21,1.1721,0.0271,0.4387,89,22.34925556
10099,27.26,60.22,16.24,4.8819,1.9256,0.62,4.21,1.1713,0.0272,0.4325,89,22.35094444
10100,27.25,60.22,16.24,4.8866,1.9129,0.55,4.24,1.1694,0.0272,0.4364,88,22.23805556
10101,27.26,60.25,16.25,4.9217,1.9371,0.07,4.3,1.1705,0.027,0.4416,88,22.25087778
10102,27.26,60.22,16.24,4.9057,1.928,0.54,4.34,1.1717,0.027,0.4402,89,22.35473333
10103,27.25,60.22,16.24,4.8884,1.9197,0.51,4.35,1.1716,0.027,0.4471,89,22.35153333
10104,27.26,60.25,16.25,4.8858,1.9385,0.51,4.24,1.1716,0.0272,0.4375,89,22.35784444
10105,27.25,60.22,16.24,4.9083,1.9353,0.56,4.22,1.1716,0.027,0.4474,90,22.46662222
10106,27.25,60.22,16.24,4.904,1.9268,0.54,4.24,1.1719,0.0272,0.4492,90,22.46545556
10107,27.25,60.22,16.24,4.882,1.8756,0.6,4.27,1.1721,0.0271,0.4449,91,22.56796667
10108,27.25,60.25,16.24,4.887,1.9201,0.57,4.32,1.1708,0.0271,0.4374,91,22.57582222
10109,27.25,60.25,16.24,4.8878,1.9187,0.49,4.19,1.1729,0.0271,0.4517,91,22.57757778
10110,27.26,60.22,16.24,4.893,1.9197,0.54,4.36,1.1692,0.0271,0.4374,91,22.57404444
10111,27.26,60.25,16.25,4.8868,1.9419,0.53,4.17,1.1693,0.0271,0.4388,91,22.58043333
10112,27.25,60.22,16.24,4.9071,1.9294,0.5,4.3,1.1707,0.027,0.4395,91,22.57596667
10113,27.25,60.22,16.24,4.8772,1.9231,0.54,4.34,1.1713,0.027,0.4449,90,22.4615
10114,27.27,60.22,16.25,4.8444,1.9175,0.54,4.15,1.1329,0.0271,0.4395,89,22.3446
10115,27.26,60.22,16.24,4.9055,1.9321,0.55,4.59,1.1728,0.0272,0.4428,89,22.3556
10116,27.26,60.22,16.24,4.889,1.9145,0.57,4.34,1.1329,0.0271,0.449,89,22.34805556
10117,27.26,60.22,16.24,4.8883,1.9434,0.56,4.34,1.1722,0.0271,0.4439,88,22.24387778
10118,27.25,60.22,16.24,4.8858,1.9297,0.61,4.11,1.173,0.027,0.4371,89,22.3514
10119,27.27,60.22,16.25,4.8896,1.9238,0.56,4.19,1.1729,0.0271,0.4499,89,22.35592222
10120,27.25,60.22,16.24,4.8871,1.9281,0.53,4.37,1.1739,0.0271,0.4443,89,22.35227778
10121,27.26,60.22,16.24,4.8865,1.9287,0.52,4.4,1.1734,0.027,0.4437,89,22.35325556
10122,27.26,60.22,16.24,4.9206,1.9417,0.54,4.38,1.1738,0.027,0.4386,89,22.35796667
10123,27.26,60.22,16.24,4.8844,1.9142,0.54,4.35,1.1737,0.0271,0.4416,89,22.35122222
10124,27.27,60.22,16.25,4.8864,1.9184,0.49,4.27,1.1725,0.027,0.4447,89,22.35433333
10125,27.25,60.22,16.24,4.8855,1.9425,0.6,4.31,1.1726,0.0271,0.4443,89,22.35355556
10126,27.26,60.22,16.24,4.905,1.9259,0.53,4.26,1.1717,0.0271,0.437,89,22.35407778
10127,27.28,60.22,16.26,4.9088,1.9346,0.54,4.26,1.1716,0.027,0.442,89,22.36044444
10128,27.26,60.19,16.24,4.8836,1.9269,0.54,4.21,1.1723,0.027,0.449,88,22.23875556
10129,27.26,60.19,16.24,4.8787,1.9428,0.55,4.16,1.1726,0.027,0.4498,88,22.2401
10130,27.27,60.16,16.24,4.8769,1.9225,0.58,4.53,1.1734,0.0271,0.4422,88,22.23467778
10131,27.27,60.19,16.25,4.9034,1.9457,0.49,4.37,1.1737,0.027,0.4493,88,22.24545556
10132,27.28,60.19,16.25,4.882,1.9439,0.58,4.36,1.1719,0.0271,0.4487,88,22.24373333
10133,27.28,60.19,16.25,4.8865,1.9423,0.56,4.15,1.1708,0.0272,0.4523,88,22.24434444
10134,27.27,60.19,16.25,4.8952,1.9208,0.53,4.31,1.1717,0.0271,0.4404,88,22.24057778
10135,27.26,60.19,16.24,4.8901,1.9202,0.53,4.4,1.1709,0.0272,0.4425,88,22.23787778
10136,27.26,60.19,16.24,4.8884,1.9373,0.56,4.34,1.1708,0.027,0.4477,88,22.24013333
10137,27.27,60.19,16.25,4.9106,1.9188,0.52,4.35,1.1705,0.0271,0.4371,88,22.24156667
10138,27.26,60.19,16.24,4.9037,1.942,0.57,4.35,1.1719,0.0269,0.4423,88,22.24186667
10139,27.26,60.16,16.23,4.8448,1.9297,0.51,4.21,1.1715,0.0269,0.4442,89,22.34078889
10140,27.26,60.16,16.23,4.878,1.9405,0.58,4.29,1.1707,0.0271,0.4439,88,22.23446667
10141,27.27,60.13,16.23,4.9075,1.9419,0.58,4.11,1.171,0.027,0.4425,88,22.23554444
10142,27.27,60.16,16.24,4.8442,1.9258,0.48,4.25,1.171,0.0271,0.4385,89,22.34184444
10143,27.28,60.16,16.25,4.8775,1.9405,0.53,4.24,1.1706,0.0271,0.4545,89,22.35113333
10144,27.28,60.19,16.25,4.9059,1.9328,0.56,4.4,1.1701,0.027,0.4493,88,22.24501111
10145,27.27,60.16,16.24,4.8855,1.9226,0.52,4.28,1.17,0.0271,0.443,88,22.23535556
10146,27.27,60.16,16.24,4.8812,1.9389,0.53,4.36,1.1713,0.0272,0.4455,88,22.23712222
10147,27.28,60.19,16.25,4.8896,1.9394,0.55,4.38,1.1683,0.0271,0.4379,88,22.24247778
10148,27.27,60.16,16.24,4.8841,1.9385,0.59,4.37,1.1701,0.027,0.4444,87,22.12601111
10149,27.27,60.16,16.24,4.9075,1.9251,0.59,4.3,1.17,0.0271,0.447,87,22.12741111
10150,27.28,60.16,16.25,4.9107,1.9357,0.56,4.13,1.1717,0.027,0.445,87,22.13112222
10151,27.26,60.16,16.23,4.9073,1.9404,0.54,4.19,1.1725,0.0271,0.4436,86,22.01565556
10152,27.27,60.16,16.24,4.9058,1.9381,0.56,4.05,1.1723,0.0271,0.4452,85,21.9065
10153,27.27,60.16,16.24,4.9071,1.9591,0.52,4.35,1.1714,0.027,0.4432,85,21.90864444
10154,27.27,60.19,16.25,4.8882,1.9399,0.58,4.18,1.1722,0.027,0.4485,85,21.90953333
10155,27.27,60.16,16.24,4.8833,1.9501,0.56,4.4,1.1726,0.0271,0.4434,85,21.90516667
10156,27.28,60.19,16.25,4.8647,1.9511,0.57,4.21,1.1724,0.0269,0.4376,85,21.90807778
10157,27.27,60.16,16.24,4.8865,1.9517,0.51,4.24,1.1732,0.0271,0.437,85,21.90505556
10158,27.27,60.16,16.24,4.8796,1.9315,0.52,4.28,1.1718,0.027,0.4381,84,21.79088889
10159,27.27,60.16,16.24,4.8863,1.922,0.53,4.31,1.1714,0.0271,0.4366,84,21.79037778
10160,27.28,60.13,16.24,4.8859,1.951,0.54,4.28,1.1705,0.027,0.4422,85,21.90295556
10161,27.27,60.13,16.23,4.9077,1.9419,0.5,4.64,1.1714,0.0271,0.4461,86,22.0138
10162,27.28,60.13,16.24,4.9032,1.9369,0.47,4.32,1.1718,0.0271,0.4427,86,22.01463333
